22-5-22;19:45:0;6.488;20.22;57.99;2.021;0.434;
22-5-22;20:0:0;6.564;19.79;61.94;0.000;0.527;
22-5-22;20:15:0;6.568;19.52;63.97;0.000;0.325;
22-5-22;20:30:0;6.572;19.33;64.95;0.000;0.565;
22-5-22;20:45:0;6.572;19.14;66.12;0.000;0.541;
22-5-22;21:0:0;6.571;18.97;67.08;0.000;0.340;
22-5-22;21:15:0;6.568;18.90;67.51;0.000;0.377;
22-5-22;21:30:0;6.566;18.96;66.86;0.000;0.138;
22-5-22;21:45:0;6.566;18.98;65.45;0.000;0.337;
22-5-22;22:0:0;6.566;18.84;65.79;0.000;0.436;
22-5-22;22:15:0;6.565;18.70;66.57;0.000;0.209;
22-5-22;22:30:0;6.565;18.67;66.84;0.000;0.172;
22-5-22;22:45:0;6.563;18.37;67.46;0.000;0.213;
22-5-22;23:0:0;6.560;18.26;67.88;0.000;0.104;
22-5-22;23:15:0;6.546;17.99;69.47;0.000;0.015;
22-5-22;23:30:0;6.455;17.66;71.02;0.000;0.086;
22-5-22;23:45:0;6.512;17.31;72.74;0.000;0.065;
23-5-22;0:0:0;6.524;17.05;74.12;0.000;0.029;
23-5-22;0:15:0;6.532;16.73;75.73;0.000;0.175;
23-5-22;0:30:0;6.533;16.30;77.50;0.000;0.029;
23-5-22;0:45:0;6.533;16.11;78.81;0.000;0.193;
23-5-22;1:0:0;6.532;15.84;80.25;0.000;0.086;
23-5-22;1:15:0;6.531;15.90;80.40;0.000;0.018;
23-5-22;1:30:0;6.527;15.99;80.26;0.000;0.008;
23-5-22;1:45:0;6.525;16.07;80.06;0.000;0.001;
23-5-22;2:0:0;6.523;16.13;80.09;0.000;0.079;
23-5-22;2:15:0;6.521;16.12;80.32;0.000;0.193;
23-5-22;2:30:0;6.519;16.22;79.89;0.000;0.037;
23-5-22;2:45:0;6.518;16.29;79.12;0.000;0.080;
23-5-22;3:0:0;6.517;16.35;79.05;0.000;0.133;
23-5-22;3:15:0;6.504;16.33;78.78;0.000;0.091;
23-5-22;3:30:0;6.414;16.40;78.69;0.000;0.000;
23-5-22;3:45:0;6.476;16.41;79.47;0.000;0.175;
23-5-22;4:0:0;6.493;16.32;79.59;2.117;0.315;
23-5-22;4:15:0;6.499;16.33;79.39;9.327;0.272;
23-5-22;4:30:0;6.495;16.39;78.53;26.45;0.362;
23-5-22;4:45:0;6.494;16.35;77.09;25.31;0.529;
23-5-22;5:0:0;6.495;16.43;75.41;33.49;0.345;
23-5-22;5:15:0;6.509;16.63;74.58;49.43;0.183;
23-5-22;5:30:0;6.544;16.77;74.58;77.78;0.291;
23-5-22;5:45:0;6.590;17.01;74.22;127.3;0.561;
23-5-22;6:0:0;6.686;17.45;72.89;160.6;0.654;
23-5-22;6:15:0;6.753;17.75;71.58;113.5;0.423;
23-5-22;6:30:0;6.821;17.97;70.74;139.0;0.180;
23-5-22;6:45:0;6.883;18.26;71.88;175.4;0.298;
23-5-22;7:0:0;6.925;18.53;71.95;185.9;0.408;
23-5-22;7:15:0;6.946;18.68;71.96;148.6;0.372;
23-5-22;7:30:0;6.887;18.89;72.20;214.9;0.348;
23-5-22;7:45:0;6.965;18.97;73.53;133.3;0.423;
23-5-22;8:0:0;6.999;18.80;74.34;138.7;0.362;
23-5-22;8:15:0;7.237;18.94;75.40;208.5;0.358;
23-5-22;8:30:0;7.192;19.04;74.68;156.6;0.656;
23-5-22;8:45:0;6.972;18.83;73.63;88.75;0.637;
23-5-22;9:0:0;7.050;18.65;75.32;99.25;0.715;
23-5-22;9:15:0;7.301;18.45;76.00;220.9;1.038;
23-5-22;9:30:0;7.295;18.60;72.67;308.2;1.177;
23-5-22;9:45:0;7.291;18.81;72.59;371.4;0.965;
23-5-22;10:0:0;7.284;19.11;72.66;484.7;1.234;
23-5-22;10:15:0;7.279;19.27;71.49;227.9;1.404;
23-5-22;10:30:0;7.282;18.97;72.23;136.9;1.016;
23-5-22;10:45:0;7.283;18.77;73.90;137.9;1.072;
23-5-22;11:0:0;7.089;18.54;74.91;104.0;1.055;
23-5-22;11:15:0;7.015;18.20;75.88;96.36;1.116;
23-5-22;11:30:0;6.671;17.79;77.10;79.38;1.047;
23-5-22;11:45:0;6.702;17.50;78.67;70.36;0.911;
23-5-22;12:0:0;6.731;17.01;82.06;80.33;1.029;
23-5-22;12:15:0;6.719;16.36;83.53;44.93;0.934;
23-5-22;12:30:0;6.765;15.66;85.13;94.77;1.441;
23-5-22;12:45:0;7.080;15.24;86.95;165.9;1.490;
23-5-22;13:0:0;7.213;14.98;87.53;78.75;1.681;
23-5-22;13:15:0;7.195;14.91;88.02;99.58;1.305;
23-5-22;13:30:0;7.195;14.77;88.31;105.1;1.451;
23-5-22;13:45:0;7.286;14.45;89.03;103.2;1.597;
23-5-22;14:0:0;6.985;14.20;89.83;70.49;1.526;
23-5-22;14:15:0;6.890;14.10;90.63;58.23;1.404;
23-5-22;14:30:0;7.163;13.96;91.23;117.5;1.600;
23-5-22;14:45:0;6.978;13.96;91.70;50.88;1.595;
23-5-22;15:0:0;6.870;13.82;92.03;41.96;1.768;
23-5-22;15:15:0;6.833;13.59;92.23;48.65;1.794;
23-5-22;15:30:0;6.684;13.51;92.42;115.1;1.700;
23-5-22;15:45:0;6.783;13.55;92.58;74.75;1.490;
23-5-22;16:0:0;6.800;13.52;92.59;55.67;1.272;
23-5-22;16:15:0;6.856;13.61;92.67;113.9;1.227;
23-5-22;16:30:0;6.998;13.71;92.61;113.2;1.172;
23-5-22;16:45:0;7.373;13.75;92.36;134.4;1.387;
23-5-22;17:0:0;7.354;13.71;91.93;88.86;1.013;
23-5-22;17:15:0;7.199;13.80;91.59;79.59;0.663;
23-5-22;17:30:0;7.211;13.88;91.10;77.55;0.820;
23-5-22;17:45:0;6.978;13.67;90.38;36.77;0.795;
23-5-22;18:0:0;6.863;13.60;90.06;21.68;0.673;
23-5-22;18:15:0;6.826;13.62;90.09;24.35;0.816;
23-5-22;18:30:0;6.797;13.53;90.05;11.67;0.697;
23-5-22;18:45:0;6.767;13.56;90.02;17.09;1.005;
23-5-22;19:0:0;6.747;13.75;90.00;6.160;1.288;
23-5-22;19:15:0;6.713;13.87;90.04;4.615;1.162;
23-5-22;19:30:0;6.499;14.01;89.65;2.098;1.677;
