22-5-22;13:40:0;7.043;21.47;45.81;743.7;2.006;
22-5-22;13:50:0;7.253;21.33;46.57;718.4;2.291;
22-5-22;14:0:0;7.257;21.61;46.64;704.6;1.702;
22-5-22;14:10:0;7.255;21.98;45.15;686.8;1.295;
22-5-22;14:20:0;7.254;21.90;44.37;658.2;2.099;
22-5-22;14:30:0;7.256;21.99;43.43;443.0;2.027;
22-5-22;14:40:0;7.258;22.17;43.75;636.2;1.822;
22-5-22;14:50:0;7.255;22.46;43.21;584.9;1.543;
22-5-22;15:0:0;7.254;22.34;42.39;566.0;2.002;
22-5-22;15:10:0;7.254;22.53;42.37;428.7;1.368;
22-5-22;15:20:0;7.255;22.63;42.25;481.4;1.700;
22-5-22;15:30:0;7.252;22.56;42.19;489.3;1.583;
22-5-22;15:40:0;7.257;22.83;42.27;387.2;1.043;
22-5-22;15:50:0;7.255;22.95;41.94;409.8;1.195;
22-5-22;16:0:0;7.255;22.87;42.59;354.1;1.149;
22-5-22;16:10:0;7.256;22.77;42.01;446.0;1.250;
22-5-22;16:20:0;7.257;22.71;42.49;392.9;1.618;
22-5-22;16:30:0;7.258;22.94;42.75;300.3;0.962;
22-5-22;16:40:0;7.259;22.45;43.05;125.8;1.272;
22-5-22;16:50:0;7.262;22.47;43.73;244.8;0.664;
22-5-22;17:0:0;7.266;22.68;45.78;281.0;0.733;
22-5-22;17:10:0;7.267;22.56;48.35;137.7;0.902;
22-5-22;17:20:0;7.271;21.82;52.54;106.2;1.408;
22-5-22;17:30:0;7.275;21.58;53.08;136.6;0.910;
22-5-22;17:40:0;7.269;21.52;53.52;100.5;0.814;
22-5-22;17:50:0;7.189;21.53;53.04;99.81;1.027;
22-5-22;18:0:0;7.140;21.52;54.14;100.9;0.656;
22-5-22;18:10:0;6.742;21.52;54.41;83.77;0.606;
22-5-22;18:20:0;6.564;21.47;54.86;65.21;0.906;
22-5-22;18:30:0;6.518;21.21;56.67;44.51;0.683;
22-5-22;18:40:0;6.508;20.95;57.24;32.97;0.722;
22-5-22;18:50:0;6.501;20.75;57.97;23.91;0.618;
22-5-22;19:0:0;6.497;20.56;58.88;19.97;0.502;
22-5-22;19:10:0;6.493;20.42;59.53;14.85;0.468;
22-5-22;19:20:0;6.493;20.24;60.12;11.65;0.508;
22-5-22;19:30:0;6.492;20.04;60.94;6.485;0.550;
22-5-22;19:40:0;6.490;19.92;61.37;1.964;0.543;
22-5-22;19:50:0;6.488;19.74;62.07;0.000;0.545;
22-5-22;20:0:0;6.486;19.59;63.10;0.000;0.420;
22-5-22;20:10:0;6.485;19.44;64.31;0.000;0.314;
22-5-22;20:20:0;6.485;19.28;65.26;0.000;0.435;
22-5-22;20:30:0;6.485;19.13;66.12;0.000;0.375;
22-5-22;20:40:0;6.484;19.02;66.78;0.000;0.279;
22-5-22;20:50:0;6.480;18.89;67.38;0.000;0.225;
22-5-22;21:0:0;6.478;18.80;67.82;0.000;0.256;
