23-5-22;10:0:0;6.426;17.88;79.04;122.5;0.961;
23-5-22;10:15:0;6.479;18.03;79.03;124.7;0.762;
23-5-22;10:30:0;6.481;18.02;78.55;88.50;0.951;
23-5-22;10:45:0;6.484;17.90;79.47;74.42;1.187;
23-5-22;11:0:0;6.483;17.58;81.54;96.09;1.147;
23-5-22;11:15:0;6.482;17.20;82.80;113.0;1.223;
23-5-22;11:30:0;6.481;16.83;82.82;67.15;1.248;
23-5-22;11:45:0;6.482;16.53;83.22;49.59;1.223;
23-5-22;12:0:0;6.482;16.20;85.55;33.91;0.741;
23-5-22;12:15:0;6.480;15.50;88.47;46.71;1.008;
23-5-22;12:30:0;6.478;15.17;91.02;51.46;1.169;
23-5-22;12:45:0;6.477;14.80;93.41;72.97;1.552;
23-5-22;13:0:0;6.476;14.69;94.86;67.00;1.391;
23-5-22;13:15:0;6.475;14.60;95.48;52.30;1.423;
23-5-22;13:30:0;6.477;14.55;96.00;27.46;1.151;
23-5-22;13:45:0;6.436;14.49;96.27;49.74;1.081;
23-5-22;14:0:0;6.446;14.29;96.91;55.33;1.215;
23-5-22;14:15:0;6.468;14.31;97.63;110.2;1.148;
23-5-22;14:30:0;6.469;14.29;98.02;64.03;1.343;
23-5-22;14:45:0;6.469;13.97;98.22;44.68;1.223;
23-5-22;15:0:0;6.469;13.80;98.39;65.97;1.183;
23-5-22;15:15:0;6.469;13.78;98.53;63.15;1.144;
23-5-22;15:30:0;6.469;13.78;98.67;48.65;0.861;
23-5-22;15:45:0;6.469;13.82;98.67;96.58;1.049;
23-5-22;16:0:0;6.476;13.91;98.69;143.5;1.068;
23-5-22;16:15:0;6.478;13.87;98.33;134.1;0.891;
23-5-22;16:30:0;6.469;13.70;97.70;62.16;1.036;
23-5-22;16:45:0;6.464;13.64;97.26;97.67;0.812;
23-5-22;17:0:0;6.463;13.57;96.56;72.69;0.897;
23-5-22;17:15:0;6.467;13.61;96.02;37.25;0.802;
23-5-22;17:30:0;6.473;13.61;95.44;13.19;1.058;
23-5-22;17:45:0;6.432;13.74;95.25;22.75;0.741;
23-5-22;18:0:0;6.445;13.92;95.54;8.926;1.037;
23-5-22;18:15:0;6.468;13.91;95.64;8.392;1.094;
23-5-22;18:30:0;6.473;13.92;95.77;11.17;1.336;
23-5-22;18:45:0;6.477;14.03;95.83;7.152;1.697;
23-5-22;19:0:0;6.477;14.16;95.30;3.242;1.801;
23-5-22;19:15:0;6.478;14.27;94.80;2.689;2.049;
23-5-22;19:30:0;6.480;14.28;94.65;2.193;1.791;
23-5-22;19:45:0;6.482;14.34;94.66;0.000;1.836;
23-5-22;20:0:0;6.483;14.38;94.51;0.000;2.198;
23-5-22;20:15:0;6.484;14.47;94.19;0.000;1.891;
23-5-22;20:30:0;6.484;14.57;93.73;0.000;1.929;
23-5-22;20:45:0;6.484;14.49;93.16;0.000;1.393;
23-5-22;21:0:0;6.484;14.46;93.00;0.000;1.516;
23-5-22;21:15:0;6.485;14.47;92.60;0.000;1.588;
23-5-22;21:30:0;6.484;14.36;92.00;0.000;1.541;
23-5-22;21:45:0;6.442;14.20;91.16;0.000;0.005;
23-5-22;22:0:0;6.446;14.02;91.00;0.000;1.166;
23-5-22;22:15:0;6.470;13.76;90.46;0.000;1.399;
23-5-22;22:30:0;6.476;13.65;89.29;0.000;1.397;
23-5-22;22:45:0;6.477;13.53;88.07;0.000;1.295;
23-5-22;23:0:0;6.478;13.46;87.64;0.000;1.373;
23-5-22;23:15:0;6.480;13.32;87.58;0.000;1.440;
23-5-22;23:30:0;6.482;13.21;87.96;0.000;1.498;
23-5-22;23:45:0;6.482;13.11;88.31;0.000;1.494;
24-5-22;0:0:0;6.482;13.11;89.00;0.000;1.515;
24-5-22;0:15:0;6.482;13.05;89.69;0.000;1.551;
24-5-22;0:30:0;6.482;13.02;90.26;0.000;1.545;
24-5-22;0:45:0;6.482;13.02;90.62;0.000;1.506;
24-5-22;1:0:0;6.482;13.04;90.69;0.000;1.780;
24-5-22;1:15:0;6.482;12.96;90.85;0.000;1.751;
24-5-22;1:30:0;6.481;12.82;91.45;0.000;1.891;
24-5-22;1:45:0;6.438;12.68;92.10;0.000;1.706;
